error_id,crate_name,version,test_name,error_type,error_text,full_error_text,passed_in_tree_borrows
62,dec,0.4.8,decnum_raw_parts_bcd,Undefined Behavior,constructing invalid value at .value.lsu[6],"Undefined Behavior: constructing invalid value at .value.lsu[6]: encountered uninitialized memory, but expected an integer",FALSE
59,dec,0.4.8,decnum_round_reduce_to_place,Undefined Behavior,"attempting a read access using <116477> at alloc30932[0x8], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x8], but that tag does not exist in the borrow stack for this location",FALSE
60,dec,0.4.8,decnum_round_to_place,Undefined Behavior,"attempting a read access using <116468> at alloc30935[0x8], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x8], but that tag does not exist in the borrow stack for this location",FALSE
57,dec,0.4.8,test_agg_wide_narrow_decnum,Undefined Behavior,"attempting a read access using <117407> at alloc31396[0x8], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x8], but that tag does not exist in the borrow stack for this location",FALSE
57,dec,0.4.8,test_cx_into_i128,Undefined Behavior,"attempting a read access using <117870> at alloc31677[0x8], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x8], but that tag does not exist in the borrow stack for this location",FALSE
57,dec,0.4.8,test_cx_into_i64,Undefined Behavior,"attempting a read access using <118734> at alloc32056[0x8], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x8], but that tag does not exist in the borrow stack for this location",FALSE
57,dec,0.4.8,test_cx_into_u128,Undefined Behavior,"attempting a read access using <117370> at alloc31461[0x8], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x8], but that tag does not exist in the borrow stack for this location",FALSE
57,dec,0.4.8,test_cx_into_u64,Undefined Behavior,"attempting a read access using <116916> at alloc31150[0x8], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x8], but that tag does not exist in the borrow stack for this location",FALSE
65,dec,0.4.8,test_decimal128_set_exponent,Undefined Behavior,"using uninitialized data, but this operation requires initialized memory","Undefined Behavior: using uninitialized data, but this operation requires initialized memory",FALSE
54,dec,0.4.8,test_decimal128_special_value_coefficient,Undefined Behavior,"attempting a read access using <117431> at alloc31888[0x0], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x0], but that tag does not exist in the borrow stack for this location",FALSE
64,dec,0.4.8,test_decimal64_set_exponent,Undefined Behavior,"using uninitialized data, but this operation requires initialized memory","Undefined Behavior: using uninitialized data, but this operation requires initialized memory",FALSE
54,dec,0.4.8,test_decimal64_special_value_coefficient,Undefined Behavior,"attempting a read access using <116693> at alloc31337[0x0], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x0], but that tag does not exist in the borrow stack for this location",FALSE
57,dec,0.4.8,test_decnum_coefficient,Undefined Behavior,"attempting a read access using <116693> at alloc31067[0x8], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x8], but that tag does not exist in the borrow stack for this location",FALSE
62,dec,0.4.8,test_decnum_try_from_f32,Undefined Behavior,constructing invalid value at .value.lsu[6],"Undefined Behavior: constructing invalid value at .value.lsu[6]: encountered uninitialized memory, but expected an integer",FALSE
62,dec,0.4.8,test_decnum_try_from_f64,Undefined Behavior,constructing invalid value at .value.lsu[6],"Undefined Behavior: constructing invalid value at .value.lsu[6]: encountered uninitialized memory, but expected an integer",FALSE
57,dec,0.4.8,test_decnum_tryinto_primitive,Undefined Behavior,"attempting a read access using <116937> at alloc31239[0x8], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x8], but that tag does not exist in the borrow stack for this location",FALSE
56,dec,0.4.8,test_i128_to_decimal,Undefined Behavior,"attempting a read access using <117950> at alloc31642[0x8], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x8], but that tag does not exist in the borrow stack for this location",FALSE
67,dec,0.4.8,test_i128_to_decimal128,Undefined Behavior,"using uninitialized data, but this operation requires initialized memory","Undefined Behavior: using uninitialized data, but this operation requires initialized memory",FALSE
56,dec,0.4.8,test_i64_to_decimal,Undefined Behavior,"attempting a read access using <119039> at alloc31959[0x8], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x8], but that tag does not exist in the borrow stack for this location",FALSE
62,dec,0.4.8,test_ordered_decimal,Undefined Behavior,constructing invalid value at .value.lsu[6],"Undefined Behavior: constructing invalid value at .value.lsu[6]: encountered uninitialized memory, but expected an integer",FALSE
61,dec,0.4.8,test_ordered_decimal128,Undefined Behavior,"attempting a read access using <139457> at alloc39201[0xc], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0xc], but that tag does not exist in the borrow stack for this location",FALSE
55,dec,0.4.8,test_ordered_decimal64,Undefined Behavior,"attempting a read access using <139534> at alloc39160[0x4], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x4], but that tag does not exist in the borrow stack for this location",FALSE
65,dec,0.4.8,test_standard_notation_dec_128,Undefined Behavior,"using uninitialized data, but this operation requires initialized memory","Undefined Behavior: using uninitialized data, but this operation requires initialized memory",FALSE
65,dec,0.4.8,test_standard_notation_dec_64,Undefined Behavior,"using uninitialized data, but this operation requires initialized memory","Undefined Behavior: using uninitialized data, but this operation requires initialized memory",FALSE
58,dec,0.4.8,test_standard_notation_decimal,Undefined Behavior,"attempting a read access using <120947> at alloc32373[0x8], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x8], but that tag does not exist in the borrow stack for this location",FALSE
57,dec,0.4.8,test_u128_to_decimal,Undefined Behavior,"attempting a read access using <118062> at alloc31692[0x8], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x8], but that tag does not exist in the borrow stack for this location",FALSE
66,dec,0.4.8,test_u128_to_decimal128,Undefined Behavior,"using uninitialized data, but this operation requires initialized memory","Undefined Behavior: using uninitialized data, but this operation requires initialized memory",FALSE
57,dec,0.4.8,test_u64_to_decimal,Undefined Behavior,"attempting a read access using <119014> at alloc31948[0x8], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x8], but that tag does not exist in the borrow stack for this location",FALSE
68,dec-number-sys,0.0.25,test_dec_double_zero,LLI interoperation error,LLVM field count mismatch,"LLI interoperation error: LLVM field count mismatch: cannot convert an LLVM value with 1 fields to a Rust value of type (), which has 0 fields.",FALSE
68,dec-number-sys,0.0.25,test_dec_number_zero,LLI interoperation error,LLVM field count mismatch,"LLI interoperation error: LLVM field count mismatch: cannot convert an LLVM value with 1 fields to a Rust value of type (), which has 0 fields.",FALSE
70,dec-number-sys,0.0.25,test_dec_quad_divide_fma,Undefined Behavior,memory access failed,"Undefined Behavior: memory access failed: alloc has size 112, so pointer to 4 bytes starting at offset 109 is out-of-bounds",FALSE
69,dec-number-sys,0.0.25,test_dec_quad_get_coefficient,Undefined Behavior,"attempting a write access using <116641> at alloc30212[0x0], but that tag only grants SharedReadOnly permission for this location","Undefined Behavior: attempting a write access using <> at alloc[0x0], but that tag only grants SharedReadOnly permission for this location",FALSE
72,dec-number-sys,0.0.25,test_dec_quad_get_exponent,Test Failed,NA,"test failed, to rerun pass `--test dec_quad`",FALSE
71,dec-number-sys,0.0.25,test_dec_quad_remainder,Undefined Behavior,memory access failed,"Undefined Behavior: memory access failed: alloc has size 112, so pointer to 4 bytes starting at offset 110 is out-of-bounds",FALSE
68,dec-number-sys,0.0.25,test_dec_quad_zero,LLI interoperation error,LLVM field count mismatch,"LLI interoperation error: LLVM field count mismatch: cannot convert an LLVM value with 1 fields to a Rust value of type (), which has 0 fields.",FALSE
68,dec-number-sys,0.0.25,test_dec_single_zero,LLI interoperation error,LLVM field count mismatch,"LLI interoperation error: LLVM field count mismatch: cannot convert an LLVM value with 1 fields to a Rust value of type (), which has 0 fields.",FALSE
73,decnumber-sys,0.1.5,simple_addition,Undefined Behavior,constructing invalid value at .value.lsu[6],"Undefined Behavior: constructing invalid value at .value.lsu[6]: encountered uninitialized memory, but expected an integer",FALSE
74,digibyte,0.27.3,util::bip32::tests::test_vector_1,Undefined Behavior,"attempting a read access using <7690103> at alloc7561378[0x2c], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x2c], but that tag does not exist in the borrow stack for this location",FALSE
74,digibyte,0.27.3,util::bip32::tests::test_vector_2,Undefined Behavior,"attempting a read access using <7700453> at alloc7566488[0x2c], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x2c], but that tag does not exist in the borrow stack for this location",FALSE
74,digibyte,0.27.3,util::bip32::tests::test_vector_3,Undefined Behavior,"attempting a read access using <7700505> at alloc7566510[0x2c], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x2c], but that tag does not exist in the borrow stack for this location",FALSE
